ft,bt,km,transmission,oem,modelYear,price,Insurance Validity,Seats,Ownership,Engine Displacement,Mileage,Max Power,City,Car age
Petrol,SUV,70000,Manual,FORD,2017,650000,Third Party,5 Seats,Second Owner,1499,15.85,110.4,Delhi,8
Petrol,SUV,40000,Automatic,MG,2019,1430000,Third Party,5 Seats,Second Owner,1451,13.96,141,Delhi,6
Diesel,Sedan,120000,Automatic,HYUNDAI,2014,415000,Third Party,5 Seats,Second Owner,1582,19.08,126.32,Delhi,11
Petrol,Hatchback,70000,Manual,HYUNDAI,2009,95000,Third Party,5 Seats,Second Owner,1197,20.36,78.9,Delhi,16
Petrol,SUV,1500,Automatic,MARUTI,2023,1250000,Comprehensive,5 Seats,First Owner,998,20.01,98.69,Delhi,2
Petrol,SUV,30000,Automatic,MG,2020,1600000,Third Party,5 Seats,First Owner,1451,13.96,141,Delhi,5
Petrol,Sedan,53464,Automatic,HONDA,2016,661000,Comprehensive,5 Seats,First Owner,1497,18,117.3,Delhi,9
Petrol,Hatchback,43216,Manual,HYUNDAI,2016,398000,Third Party,5 Seats,Second Owner,1197,18.9,82,Delhi,9
Diesel,SUV,70000,Manual,TATA,2014,350000,Third Party,7 Seats,First Owner,2179,14,138.1,Delhi,11
Cng,Hatchback,16372,Manual,TATA,2022,700000,Third Party,5 Seats,First Owner,1199,26.49,72,Delhi,3
Petrol,Hatchback,14515,Manual,HYUNDAI,2018,457000,Third Party,5 Seats,First Owner,1197,18.9,81.86,Delhi,7
Petrol,Sedan,30000,Automatic,HYUNDAI,2019,1000000,Third Party,5 Seats,First Owner,1591,17,121.3,Delhi,6
Petrol,Hatchback,85617,Manual,MARUTI,2012,295000,Third Party,5 Seats,First Owner,1197,18.6,85.8,Delhi,13
Diesel,SUV,70000,Automatic,MG,2021,3450000,Third Party,6 Seats,First Owner,1996,12.4,215.01,Delhi,4
Petrol,Hatchback,76605,Manual,MARUTI,2010,196000,Comprehensive,5 Seats,First Owner,998,18.9,67.1,Delhi,15
Petrol,SUV,20000,Manual,KIA,2021,925000,Third Party,5 Seats,Second Owner,1497,16.8,113.43,Delhi,4
Petrol,SUV,10000,Manual,KIA,2022,1100000,Third Party,5 Seats,First Owner,998,18.2,118.36,Delhi,3
Diesel,Hatchback,70000,Manual,CHEVROLET,2015,110000,Third Party,5 Seats,First Owner,936,25.44,56.3,Delhi,10
Diesel,Hatchback,80000,Manual,HYUNDAI,2017,380000,Third Party,5 Seats,Third Owner,1186,24,73.97,Delhi,8
Diesel,SUV,4900,Automatic,MAHINDRA,2023,1875000,Third Party,4 Seats,First Owner,2184,15.54314181,130,Delhi,2
Petrol,Hatchback,55000,Manual,MARUTI,2017,435000,Comprehensive,5 Seats,First Owner,1197,20.4,81.8,Delhi,8
Petrol,SUV,20000,Manual,KIA,2021,925000,Third Party,5 Seats,Second Owner,1497,16.8,113.43,Delhi,4
Diesel,SUV,35000,Automatic,LAND ROVER,2018,10300000,Third Party,5 Seats,First Owner,2993,12.65,255,Delhi,7
Petrol,Hatchback,22000,Automatic,MINI,2014,2000000,Comprehensive,4 Seats,Second Owner,1598,13.6,181,Delhi,11
Diesel,SUV,45000,Manual,MAHINDRA,2022,1775000,Third Party,7 Seats,First Owner,2184,15.54314181,130.07,Delhi,3
Petrol,Sedan,26000,Automatic,HONDA,2019,740000,Third Party,5 Seats,First Owner,1199,19,88.76,Delhi,6
Petrol,Hatchback,21387,Manual,MARUTI,2018,308000,Third Party,5 Seats,First Owner,796,22.05,47.33,Delhi,7
Petrol,Hatchback,64568,Manual,MARUTI,2018,509000,Comprehensive,5 Seats,First Owner,1197,22.38,88.5,Delhi,7
Petrol,SUV,25000,Automatic,VOLKSWAGEN,2022,1725000,Zero Dep,5 Seats,First Owner,999,18.41,113.98,Delhi,3
Petrol,Hatchback,73568,Manual,MARUTI,2012,305000,Comprehensive,5 Seats,First Owner,1197,22.38,88.5,Delhi,13
Petrol,Hatchback,87755,Manual,MARUTI,2014,349000,Comprehensive,5 Seats,First Owner,1197,22,81.8,Delhi,11
Diesel,SUV,34000,Automatic,JEEP,2021,1920000,Comprehensive,5 Seats,First Owner,1956,17.1,173,Delhi,4
Petrol,Hatchback,25319,Automatic,HYUNDAI,2021,901000,Zero Dep,5 Seats,First Owner,998,20.25,118.41,Delhi,4
Petrol,SUV,11000,Manual,MAHINDRA,2022,1575000,Third Party,4 Seats,First Owner,1997,15.2,150,Delhi,3
Petrol,Hatchback,23051,Automatic,MARUTI,2020,651000,Comprehensive,5 Seats,First Owner,1197,20.89,81.8,Delhi,5
Petrol,SUV,4200,Automatic,MG,2021,1900000,Comprehensive,5 Seats,First Owner,1451,19.09716276,141,Delhi,4
Petrol,Hatchback,80000,Manual,MARUTI,2012,300000,Third Party,5 Seats,Third Owner,1197,18.6,85.8,Delhi,13
Petrol,Hatchback,20000,Manual,HYUNDAI,2021,530000,Third Party,5 Seats,First Owner,1086,20.3,68.05,Delhi,4
Diesel,MUV,70123,Manual,TOYOTA,2018,1575000,Comprehensive,8 Seats,First Owner,2393,13.68,147.51,Delhi,7
Petrol,Sedan,71156,Automatic,HONDA,2016,735000,Comprehensive,5 Seats,First Owner,1497,18,117.3,Delhi,9
Petrol,Hatchback,10000,Automatic,HYUNDAI,2021,701000,Third Party,5 Seats,First Owner,1197,20.7,81.86,Delhi,4
Diesel,MUV,80000,Manual,MARUTI,2015,550000,Third Party,7 Seats,First Owner,1248,20.77,88.76,Delhi,10
Cng,Hatchback,70000,Manual,MARUTI,2019,410000,Third Party,5 Seats,Second Owner,998,21.29357679,91.64942148,Delhi,6
Petrol,Sedan,30000,Manual,FIAT,2009,120000,Third Party,5 Seats,First Owner,1368,14.6,88.7,Delhi,16
Petrol,Hatchback,36000,Automatic,HONDA,2017,490000,Third Party,5 Seats,First Owner,1198,16.5,86.8,Delhi,8
Petrol,Hatchback,50000,Manual,RENAULT,2017,205000,Third Party,5 Seats,Third Owner,799,25.17,53.3,Delhi,8
Diesel,SUV,30211,Manual,MAHINDRA,2022,1013000,Zero Dep,5 Seats,First Owner,1497,20,115,Delhi,3
Diesel,SUV,16291,Automatic,MAHINDRA,2022,2700000,Third Party,7 Seats,First Owner,2198,15.47526147,182.38,Delhi,3
Petrol,Sedan,40000,Manual,HONDA,2019,615000,Third Party,5 Seats,First Owner,1199,19.5,88.76,Delhi,6
Petrol,Hatchback,72368,Manual,MARUTI,2016,433000,Comprehensive,5 Seats,Second Owner,1197,21.4,83.1,Delhi,9
Diesel,SUV,51260,Manual,HONDA,2018,607000,Third Party,5 Seats,Second Owner,1498,25.5,98.6,Delhi,7
Petrol,Hatchback,30000,Manual,HONDA,2013,310000,Third Party,5 Seats,Second Owner,1198,19.4,86.8,Delhi,12
Petrol,Hatchback,79166,Manual,HYUNDAI,2018,564000,Comprehensive,5 Seats,First Owner,1197,18.6,81.83,Delhi,7
Diesel,Sedan,120000,Automatic,BMW,2016,1500000,Third Party,5 Seats,Second Owner,1995,21.76,188,Delhi,9
Petrol,MUV,10512,Manual,DATSUN,2021,524000,Third Party,7 Seats,First Owner,1198,19.02,67.05,Delhi,4
Diesel,Sedan,110000,Automatic,BMW,2016,1500000,Third Party,5 Seats,Second Owner,1995,21.76,188,Delhi,9
Petrol,Hatchback,70000,Manual,HONDA,2015,345000,Third Party,5 Seats,Second Owner,1199,18.7,88.7,Delhi,10
Petrol,SUV,30000,Manual,HYUNDAI,2017,690000,Third Party,5 Seats,First Owner,1591,15.29,121.3,Delhi,8
Petrol,Hatchback,50000,Manual,TATA,2021,730000,Third Party,5 Seats,First Owner,1199,19.33,86.83,Delhi,4
Diesel,SUV,100000,Manual,FORD,2017,540000,Third Party,5 Seats,First Owner,1498,23,98.96,Delhi,8
Petrol,Hatchback,40000,Manual,HYUNDAI,2014,210000,Third Party,5 Seats,First Owner,814,21.1,55.2,Delhi,11
Diesel,SUV,74000,Manual,HYUNDAI,2018,935000,Third Party,5 Seats,First Owner,1396,22.1,88.7,Delhi,7
Diesel,Sedan,60000,Manual,FORD,2015,380000,Third Party,5 Seats,First Owner,1498,25.83,99,Delhi,10
Diesel,SUV,120000,Manual,TATA,2019,1450000,Third Party,5 Seats,First Owner,1956,17,138.1,Delhi,6
Petrol,Hatchback,9545,Manual,HYUNDAI,2011,200000,Third Party,5 Seats,First Owner,1197,20.36,78.9,Delhi,14
Petrol,SUV,20000,Automatic,MAHINDRA,2022,1730000,Third Party,4 Seats,First Owner,1997,16.44982928,150,Delhi,3
Petrol,SUV,36002,Manual,FORD,2018,791000,Comprehensive,5 Seats,First Owner,1497,17,121.31,Delhi,7
Petrol,Hatchback,30854,Automatic,MARUTI,2021,779000,Comprehensive,5 Seats,Second Owner,1197,19.56,81.8,Delhi,4
Diesel,Sedan,45000,Manual,MARUTI,2018,650000,Comprehensive,5 Seats,First Owner,1248,28.4,74.02,Delhi,7
Petrol,Hatchback,52654,Manual,MARUTI,2019,482000,Third Party,5 Seats,First Owner,1197,22.38,88.5,Delhi,6
Cng,Hatchback,34151,Manual,HYUNDAI,2019,562000,Comprehensive,5 Seats,First Owner,1086,30.48,58,Delhi,6
Petrol,Hatchback,29000,Manual,RENAULT,2017,310000,Comprehensive,5 Seats,First Owner,999,23.01,67,Delhi,8
Petrol,Sedan,31873,Manual,HONDA,2019,892000,Comprehensive,5 Seats,First Owner,1497,17.4,117.6,Delhi,6
Petrol,Sedan,24000,Manual,HYUNDAI,2015,530000,Third Party,5 Seats,First Owner,1591,17.01,121.3,Delhi,10
Petrol,Hatchback,52129,Manual,MARUTI,2016,549000,Comprehensive,5 Seats,First Owner,1197,21.4,83.1,Delhi,9
Petrol,Sedan,82000,Manual,HONDA,2009,235000,Third Party,5 Seats,Second Owner,1497,17,116.37,Delhi,16
Petrol,Sedan,64000,Manual,MARUTI,2015,595000,Third Party,5 Seats,First Owner,1373,20.73,91.1,Delhi,10
Diesel,SUV,75000,Automatic,MERCEDES-BENZ,2016,3850000,Comprehensive,7 Seats,First Owner,2987,11.3,254.8,Delhi,9
Petrol,MUV,50000,Manual,RENAULT,2020,586000,Comprehensive,7 Seats,First Owner,999,20,72,Delhi,5
Diesel,SUV,63000,Automatic,BMW,2018,2025000,Comprehensive,5 Seats,First Owner,1995,20.68,188,Delhi,7
Petrol,Hatchback,63000,Automatic,MARUTI,2014,385000,Third Party,5 Seats,First Owner,998,23.1,67.04,Delhi,11
Diesel,SUV,79000,Manual,TATA,2014,545000,Third Party,7 Seats,First Owner,2179,14,138.1,Delhi,11
Petrol,Hatchback,64000,Manual,HONDA,2012,295000,Third Party,5 Seats,First Owner,1198,19.4,86.8,Delhi,13
Diesel,SUV,16000,Automatic,MAHINDRA,2022,2775000,Comprehensive,7 Seats,First Owner,2198,15.47526147,182.38,Delhi,3
Petrol,Sedan,50236,Automatic,LEXUS,2019,4975000,Third Party,5 Seats,First Owner,2487,14.07401719,175.67,Delhi,6
Diesel,Sedan,28000,Automatic,MERCEDES-BENZ,2017,3950000,Comprehensive,5 Seats,First Owner,1950,16.1,191.7,Delhi,8
Petrol,Hatchback,6624,Manual,RENAULT,2022,489000,Third Party,5 Seats,First Owner,999,21.46,67.06,Delhi,3
Petrol,Sedan,48077,Manual,HONDA,2013,326000,Third Party,5 Seats,Second Owner,1198,18,86.7,Delhi,12
Diesel,Sedan,36000,Automatic,AUDI,2016,1549000,Comprehensive,5 Seats,First Owner,1968,18.25,187.74,Delhi,9
Petrol,Hatchback,71355,Manual,HYUNDAI,2016,547000,Third Party,5 Seats,First Owner,1197,18.6,81.83,Delhi,9
Petrol,Hatchback,76282,Automatic,HYUNDAI,2019,614000,Comprehensive,5 Seats,First Owner,1197,20.7,81.86,Delhi,6
Diesel,Sedan,40000,Automatic,JAGUAR,2018,5300000,Comprehensive,5 Seats,Second Owner,2993,14.47,301.73,Delhi,7
Petrol,Hatchback,25091,Manual,HYUNDAI,2017,445000,Comprehensive,5 Seats,First Owner,1197,18.9,81.86,Delhi,8
Diesel,Sedan,80000,Automatic,MERCEDES-BENZ,2018,2200000,Comprehensive,5 Seats,First Owner,2143,17.9,136,Delhi,7
Petrol,Hatchback,42857,Manual,HYUNDAI,2013,285000,Comprehensive,5 Seats,First Owner,1197,20.36,78.9,Delhi,12
Diesel,SUV,70000,Manual,MAHINDRA,2017,600000,Third Party,7 Seats,First Owner,1493,18.49,100,Delhi,8
Diesel,Sedan,96000,Automatic,BMW,2016,2350000,Comprehensive,5 Seats,First Owner,1995,18.12,190,Delhi,9
Petrol,SUV,66999,Automatic,MG,2021,1675000,Comprehensive,5 Seats,First Owner,1451,19.09716276,141,Delhi,4
Petrol,Hatchback,69000,Automatic,VOLKSWAGEN,2021,875000,Comprehensive,5 Seats,First Owner,1197,20.32870617,103.25,Delhi,4
Diesel,Sedan,33000,Automatic,MERCEDES-BENZ,2018,2850000,Third Party,5 Seats,First Owner,2143,17.9,136,Delhi,7
Petrol,Sedan,65000,Automatic,TOYOTA,2014,695000,Comprehensive,5 Seats,First Owner,1798,14.28,138.03,Delhi,11
Petrol,Hatchback,49000,Automatic,MARUTI,2018,725000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Delhi,7
Petrol,Convertibles,80000,Automatic,MERCEDES-BENZ,2010,790000,Comprehensive,2 Seats,Second Owner,2143,10.93,272,Delhi,15
Diesel,MUV,88000,Manual,TOYOTA,2014,975000,Third Party,7 Seats,Second Owner,2494,12.99,100.6,Delhi,11
Diesel,Sedan,74000,Manual,MARUTI,2014,500000,Third Party,5 Seats,First Owner,1248,23.4,74,Delhi,11
Petrol,SUV,23000,Automatic,MG,2020,1650000,Third Party,5 Seats,First Owner,1451,13.96,141,Delhi,5
Petrol,Hatchback,32192,Manual,MARUTI,2015,253000,Third Party,5 Seats,First Owner,998,24.39,65.71,Delhi,10
Petrol,Sedan,53930,Manual,MARUTI,2017,496000,Zero Dep,5 Seats,First Owner,1197,22.41,88.5,Delhi,8
Petrol,SUV,70000,Manual,FORD,2017,510000,Third Party,5 Seats,Second Owner,1497,17,121.31,Delhi,8
Petrol,Sedan,47121,Manual,HONDA,2015,554000,Comprehensive,5 Seats,Second Owner,1497,17.4,117.3,Delhi,10
Diesel,SUV,65000,Automatic,TOYOTA,2014,1425000,Comprehensive,7 Seats,First Owner,2982,12.55,168.5,Delhi,11
Petrol,Hatchback,39000,Manual,HYUNDAI,2017,485000,Third Party,5 Seats,Second Owner,1197,18.6,81.83,Delhi,8
Cng,SUV,20000,Manual,MARUTI,2023,1425000,Third Party,5 Seats,First Owner,1462,26.6,86.63,Delhi,2
Diesel,Sedan,150000,Manual,HYUNDAI,2016,377000,Third Party,5 Seats,First Owner,1120,24.4,71,Delhi,9
Petrol,Hatchback,110000,Manual,MARUTI,2009,100000,Third Party,5 Seats,Third Owner,1061,18.9,67,Delhi,16
Diesel,SUV,70000,Automatic,FORD,2017,2250000,Third Party,7 Seats,Second Owner,3198,10.91,197,Delhi,8
Petrol,Hatchback,80000,Manual,HYUNDAI,2016,425000,Third Party,5 Seats,Second Owner,1197,18.6,81.83,Delhi,9
Petrol,Hatchback,40000,Manual,MARUTI,2016,415000,Third Party,5 Seats,Second Owner,1197,21.21,81.8,Delhi,9
Petrol,SUV,20000,Automatic,SKODA,2021,1580000,Third Party,5 Seats,First Owner,999,17.2,113.98,Delhi,4
Petrol,Hatchback,74000,Manual,MARUTI,2011,165000,Third Party,5 Seats,Second Owner,1197,20.52,81.8,Delhi,14
Diesel,Sedan,62000,Automatic,BMW,2018,3550000,Comprehensive,5 Seats,Second Owner,1995,20.37,187.74,Delhi,7
Petrol,Hatchback,80000,Manual,MARUTI,2009,86000,Third Party,5 Seats,First Owner,1298,16.1,88.2,Delhi,16
Diesel,MUV,100000,Manual,MARUTI,2014,560000,Third Party,7 Seats,Second Owner,1248,20.77,88.76,Delhi,11
Petrol,Hatchback,23256,Manual,MARUTI,2020,634000,Third Party,5 Seats,First Owner,1197,21.01,81.8,Delhi,5
Petrol,Hatchback,29120,Manual,MARUTI,2022,525000,Zero Dep,5 Seats,First Owner,1197,20.89,81.8,Delhi,3
Diesel,SUV,62000,Manual,FORD,2018,660000,Third Party,5 Seats,First Owner,1498,21.7,98.96,Delhi,7
Diesel,Sedan,90513,Manual,MARUTI,2017,562000,Comprehensive,5 Seats,First Owner,1248,28.4,74.02,Delhi,8
Diesel,SUV,49396,Manual,HYUNDAI,2018,1114000,Comprehensive,5 Seats,First Owner,1582,19.67,126.2,Delhi,7
Petrol,Sedan,120000,Manual,TOYOTA,2008,100000,Third Party,5 Seats,Second Owner,1798,14.53,138.1,Delhi,17
Petrol,Hatchback,18475,Manual,MARUTI,2019,344000,Zero Dep,5 Seats,First Owner,796,22.05,47.33,Delhi,6
Diesel,SUV,100000,Automatic,AUDI,2018,4750000,Third Party,7 Seats,Second Owner,2967,12.07,241.4,Delhi,7
Cng,Hatchback,27792,Manual,HYUNDAI,2019,530000,Zero Dep,5 Seats,First Owner,1086,30.48,58,Delhi,6
Petrol,Sedan,55000,Automatic,BMW,2019,4500000,Comprehensive,5 Seats,First Owner,1998,15.01,248.08,Delhi,6
Petrol,Sedan,72000,Manual,HONDA,2011,278000,Third Party,5 Seats,First Owner,1497,17,116.37,Delhi,14
Diesel,Sedan,10000,Automatic,MERCEDES-BENZ,2022,4700000,Third Party,5 Seats,First Owner,1950,16.6777133,147.51,Delhi,3
Diesel,SUV,25000,Automatic,MAHINDRA,2021,3050000,Third Party,7 Seats,First Owner,2157,12.05,178.49,Delhi,4
Petrol,SUV,40000,Manual,HYUNDAI,2017,690000,Third Party,5 Seats,First Owner,1591,15.29,121.3,Delhi,8
Diesel,MUV,150000,Manual,MARUTI,2014,550000,Third Party,7 Seats,First Owner,1248,20.77,88.8,Delhi,11
Petrol,Sedan,80000,Automatic,MARUTI,2020,820000,Third Party,5 Seats,First Owner,1462,20.04,103.25,Delhi,5
Petrol,Hatchback,120000,Manual,VOLKSWAGEN,2011,210000,Third Party,5 Seats,Second Owner,1598,15.26,103.5,Delhi,14
Diesel,SUV,60000,Manual,MAHINDRA,2013,399000,Third Party,7 Seats,First Owner,2179,15.1,140,Delhi,12
Petrol,Sedan,70000,Manual,HONDA,2018,720000,Third Party,5 Seats,First Owner,1497,17.4,117.6,Delhi,7
Petrol,Hatchback,57100,Manual,HYUNDAI,2014,340000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Delhi,11
Cng,Hatchback,45623,Manual,MARUTI,2021,457000,Zero Dep,4 Seats,First Owner,998,21.29357679,58.33,Delhi,4
Petrol,SUV,100000,Manual,FORD,2015,380000,Third Party,5 Seats,Third Owner,999,18.88,123.37,Delhi,10
Petrol,Sedan,7660,Automatic,MARUTI,2019,653000,Zero Dep,5 Seats,First Owner,1197,21.21,81.8,Delhi,6
Diesel,Sedan,35272,Manual,HYUNDAI,2016,426000,Comprehensive,5 Seats,First Owner,1186,25.4,73.97,Delhi,9
Petrol,Hatchback,8526,Automatic,RENAULT,2021,465000,Comprehensive,5 Seats,First Owner,999,22,67,Delhi,4
Petrol,Hatchback,62929,Manual,HYUNDAI,2011,245000,Comprehensive,5 Seats,First Owner,1197,18.5,82.85,Delhi,14
Cng,Hatchback,30000,Manual,MARUTI,2010,80000,Third Party,5 Seats,Second Owner,796,26.83,38.4,Delhi,15
Petrol,Hatchback,53127,Manual,MARUTI,2017,432000,Third Party,5 Seats,Second Owner,1197,20.4,83.11,Delhi,8
Petrol,MUV,42000,Manual,MARUTI,2018,845000,Comprehensive,7 Seats,First Owner,1373,17.5,91.1,Delhi,7
Diesel,SUV,20000,Manual,FORD,2017,580000,Third Party,5 Seats,First Owner,1498,23,98.96,Delhi,8
Petrol,Hatchback,57000,Manual,MARUTI,2013,235000,Comprehensive,5 Seats,First Owner,998,18.9,67.1,Delhi,12
Petrol,Hatchback,44000,Manual,MARUTI,2013,270000,Comprehensive,5 Seats,First Owner,998,20.51,67.04,Delhi,12
Petrol,SUV,64000,Automatic,FORD,2015,625000,Comprehensive,5 Seats,First Owner,1496,14.7,120.69,Delhi,10
Petrol,Sedan,49000,Automatic,SKODA,2014,1050000,Comprehensive,5 Seats,First Owner,1798,15.1,178,Delhi,11
Petrol,Hatchback,30000,Manual,TOYOTA,2022,740000,Third Party,5 Seats,First Owner,1197,22.35,88.5,Delhi,3
Petrol,Sedan,37000,Manual,SKODA,2017,1049000,Third Party,5 Seats,First Owner,1395,16.7,148,Delhi,8
Petrol,Hatchback,30000,Manual,HYUNDAI,2018,570000,Comprehensive,5 Seats,Second Owner,1197,18.6,81.86,Delhi,7
Petrol,Hatchback,90000,Manual,HONDA,2012,275000,Third Party,5 Seats,First Owner,1198,19.4,86.8,Delhi,13
Petrol,Hatchback,40000,Manual,MARUTI,2014,250000,Third Party,4 Seats,Second Owner,796,16.1,37,Delhi,11
Petrol,SUV,64336,Automatic,JEEP,2019,1365000,Zero Dep,5 Seats,First Owner,1368,16,160,Delhi,6
Petrol,Hatchback,83425,Manual,VOLKSWAGEN,2016,429000,Comprehensive,5 Seats,First Owner,1199,16.2,74,Delhi,9
Diesel,SUV,85000,Automatic,LAND ROVER,2014,2190000,Comprehensive,5 Seats,Third Owner,2179,12.7,187.7,Delhi,11
Diesel,Sedan,66181,Manual,MARUTI,2016,544000,Comprehensive,5 Seats,First Owner,1248,26.59,74,Delhi,9
Petrol,Hatchback,25486,Manual,MARUTI,2019,336000,Comprehensive,5 Seats,Second Owner,796,24.7,47.3,Delhi,6
Petrol,Sedan,35000,Automatic,MERCEDES-BENZ,2017,3050000,Third Party,5 Seats,First Owner,1991,14.74,181.04,Delhi,8
Petrol,Hatchback,25489,Manual,MARUTI,2016,449000,Comprehensive,5 Seats,First Owner,1197,22.38,88.5,Delhi,9
Diesel,SUV,40000,Automatic,FORD,2021,3800000,Comprehensive,7 Seats,Second Owner,1996,13.9,167.62,Delhi,4
Petrol,Hatchback,85363,Manual,MARUTI,2018,503000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Delhi,7
Petrol,Sedan,110000,Manual,MARUTI,2009,125000,Third Party,5 Seats,Third Owner,1586,15,104.68,Delhi,16
Diesel,SUV,40000,Manual,FORD,2014,350000,Third Party,5 Seats,First Owner,1498,22.7,89.84,Delhi,11
Petrol,SUV,40000,Automatic,LAND ROVER,2018,9600000,Third Party,5 Seats,First Owner,2993,12.65,335.25,Delhi,7
Petrol,SUV,1500,Automatic,MARUTI,2023,1755000,Zero Dep,4 Seats,First Owner,1462,16.39,103.39,Delhi,2
Petrol,Sedan,110000,Manual,MARUTI,2009,125000,Third Party,5 Seats,Third Owner,1586,15,104.68,Delhi,16
Petrol,Hatchback,80000,Manual,FORD,2011,100000,Third Party,5 Seats,Second Owner,1196,15.6,70,Delhi,14
Cng,Sedan,20000,Manual,MARUTI,2022,850000,Third Party,5 Seats,First Owner,1197,31.12,76.43,Delhi,3
Petrol,SUV,20000,Manual,MARUTI,2023,1200000,Third Party,5 Seats,First Owner,1462,17.38,101.65,Delhi,2
Petrol,Hatchback,62000,Manual,HYUNDAI,2012,275000,Comprehensive,5 Seats,Second Owner,1197,17,78.9,Delhi,13
Petrol,Sedan,50000,Automatic,MERCEDES-BENZ,2010,425000,Third Party,5 Seats,Fourth Owner,1796,11.7,178,Delhi,15
Diesel,Sedan,90000,Manual,MARUTI,2014,350000,Third Party,5 Seats,Second Owner,1248,23.4,74,Delhi,11
Petrol,Hatchback,67985,Manual,HYUNDAI,2011,221000,Comprehensive,5 Seats,First Owner,1197,20.36,78.9,Delhi,14
Diesel,SUV,89722,Manual,HONDA,2020,828000,Comprehensive,5 Seats,First Owner,1498,25.5,98.6,Delhi,5
Diesel,SUV,80000,Manual,FORD,2017,600000,Third Party,5 Seats,First Owner,1498,23,98.96,Delhi,8
Petrol,MUV,49647,Automatic,TOYOTA,2020,1556000,Comprehensive,7 Seats,Second Owner,2393,8,163.6,Delhi,5
Petrol,MUV,110490,Manual,RENAULT,2020,517000,Zero Dep,7 Seats,First Owner,999,20,71.01,Delhi,5
Petrol,Sedan,78000,Manual,MARUTI,2012,325000,Comprehensive,5 Seats,Second Owner,1197,17.5,85.8,Delhi,13
Petrol,Hatchback,51165,Manual,MARUTI,2017,371000,Third Party,5 Seats,First Owner,998,20.51,67.04,Delhi,8
Petrol,Hatchback,14000,Manual,MARUTI,2022,475000,Third Party,5 Seats,First Owner,998,21.7,65.71,Delhi,3
Petrol,Hatchback,50576,Manual,HYUNDAI,2015,406000,Comprehensive,5 Seats,First Owner,1197,18.9,82,Delhi,10
Petrol,MUV,55000,Manual,MARUTI,2021,1090000,Third Party,6 Seats,First Owner,1462,19.01,103.2,Delhi,4
Petrol,SUV,70000,Automatic,HYUNDAI,2019,890000,Third Party,5 Seats,First Owner,998,18.15,118.35,Delhi,6
Petrol,Hatchback,80000,Manual,MARUTI,2009,100000,Third Party,5 Seats,Second Owner,1061,18.9,67,Delhi,16
Petrol,Sedan,65000,Automatic,MERCEDES-BENZ,2014,1890000,Comprehensive,5 Seats,First Owner,1991,12,184,Delhi,11
Diesel,SUV,90000,Manual,MAHINDRA,2015,485000,Third Party,7 Seats,Third Owner,2523,15.96,62.1,Delhi,10
Diesel,SUV,71000,Manual,MAHINDRA,2016,840000,Comprehensive,7 Seats,First Owner,1997,15.4,120,Delhi,9
Petrol,Sedan,60000,Automatic,HONDA,2019,900000,Third Party,5 Seats,First Owner,1497,18,117.6,Delhi,6
Petrol,SUV,20000,Manual,KIA,2021,950000,Third Party,5 Seats,First Owner,1197,18.4,81.86,Delhi,4
Petrol,Sedan,60000,Manual,HYUNDAI,2011,418000,Third Party,5 Seats,First Owner,1591,17.01,121.3,Delhi,14
Diesel,SUV,38000,Manual,HYUNDAI,2019,1195000,Third Party,5 Seats,First Owner,1582,20.5,126.2,Delhi,6
Diesel,SUV,7000,Automatic,MG,2023,4640000,Third Party,6 Seats,First Owner,1996,12.04,212.55,Delhi,2
Petrol,Hatchback,20000,Automatic,VOLKSWAGEN,2022,1044000,Third Party,5 Seats,First Owner,999,16.47,108.62,Hyderabad,3
Petrol,Hatchback,85582,Manual,HYUNDAI,2014,260000,Third Party,5 Seats,Second Owner,814,21.1,55.2,Hyderabad,11
Petrol,SUV,10000,Manual,HYUNDAI,2023,955000,Third Party,5 Seats,First Owner,1197,20.32870617,81.8,Hyderabad,2
Petrol,Hatchback,50750,Manual,MARUTI,2017,671000,Third Party,5 Seats,First Owner,1197,21.4,83.1,Hyderabad,8
Petrol,SUV,10000,Automatic,MAHINDRA,2022,1900000,Third Party,4 Seats,First Owner,1997,16.44982928,150,Hyderabad,3
Petrol,SUV,10000,Manual,KIA,2021,1178000,Third Party,5 Seats,First Owner,998,18.2,118.36,Hyderabad,4
Petrol,Hatchback,66366,Automatic,MARUTI,2017,489000,Zero Dep,5 Seats,First Owner,998,23.1,67.04,Hyderabad,8
Petrol,Sedan,5000,Automatic,HYUNDAI,2022,1541000,Third Party,5 Seats,First Owner,998,19.2,118.41,Hyderabad,3
Petrol,Hatchback,72544,Manual,MARUTI,2017,465000,Third Party,5 Seats,First Owner,998,23.1,67.04,Hyderabad,8
Petrol,Hatchback,29154,Manual,FORD,2021,728000,Third Party,5 Seats,First Owner,1194,18.5,94.93,Hyderabad,4
